10.59876,-0.0748645,0.108155,-0.616299
10.79404,-0.1198,0.109581,-0.632902
11.00338,-0.113615,0.115559,-0.637298
11.2078,-0.107361,0.115096,-0.634964
11.40102,-0.115728,0.111465,-0.62864
11.59704,-0.11583,0.114058,-0.630642
11.79909,-0.120314,0.109139,-0.624439
12.00219,-0.12648,0.104535,-0.625548
12.20531,-0.118152,0.109382,-0.628915
12.39944,-0.123113,0.109461,-0.626091
12.60255,-0.123809,0.108138,-0.627431
12.80382,-0.12497,0.107453,-0.628764
12.99889,-0.126456,0.10761,-0.629021
13.17945,-0.126464,0.1076101,-0.62902
13.36001,-0.123743,0.1072212,-0.63617
13.54057,-0.124614,0.1048249,-0.63414
13.72113,-0.126435,0.1096708,-0.63395
13.90169,-0.126649,0.115497,-0.63357
14.08225,-0.135282,0.1305054,-0.63293
14.26281,-0.136995,0.1402234,-0.63422
14.44337,-0.14987,0.148404,-0.62935
14.62393,-0.126055,0.202053,-0.61862
14.80449,-0.163309,0.29572,-0.60901
14.98505,-0.215045,0.396803,-0.6056
15.16561,-0.21,0.519232,-0.60025
15.34617,-0.21,0.664672,-0.6057
15.52673,-0.22,0.85346,-0.59
15.70729,-0.23,1.074052,-0.58
15.88785,-0.24,1.241292,-0.57
16.06841,-0.24,1.317412,-0.57
16.24897,-0.23,1.318712,-0.57
16.42953,-0.21,1.329462,-0.56
16.61009,-0.19,1.330362,-0.56
16.79065,-0.17,1.334752,-0.56
16.97121,-0.15,1.337902,-0.56
17.15177,-0.1,1.341202,-0.54
17.33233,-0.08,1.345382,-0.53
17.51289,-0.08,1.351832,-0.52
17.69345,-0.01,1.343722,-0.51
17.87401,0,1.314322,-0.45
18.05457,0,1.209022,-0.51
18.23513,-0.05,0.996195,-0.50041
18.41569,0.05,0.731627,-0.344649
18.59625,0.07,0.529148,-0.256639
18.77681,0.15,0.236803,-0.213365
18.95737,0.2278876,0.05249463,-0.212012
19.13793,0.1920327,0.0592578,-0.219812
19.31849,0.1799178,0.08243,-0.228415
19.49905,0.1710468,0.0840389,-0.231069
19.67961,0.2035973,0.0209012,-0.226039
19.86017,0.2705102,-0.142256,-0.222244
20.04073,0.390372,-0.393927,-0.221716
20.22129,0.499237,-0.676174,-0.200929
20.40185,0.544115,-0.942263,-0.145504
20.58241,0.44791,-1.144118,-0.007414
20.76297,0.2974195,-1.321758,0.171819
20.94353,0.1922646,-1.424968,0.294328
21.12409,0.24611584,-1.393258,0.242277
21.30465,0.132997,-1.394378,0.353692
21.48521,0.082875,-1.383238,0.401014
21.66577,0.117942,-1.317818,0.364586
21.84633,0.1732198,-1.161688,0.316412
22.02689,0.25526343,-0.953686,0.233804
22.20745,0.2758112,-0.668241,0.188535
22.38801,0.2704771,-0.430636,0.144499
22.56857,0.1838378,-0.112617,0.135163
22.74913,0.100564,0.1218956,0.094269
22.92969,0.083463,0.19429,0.035126
23.11025,0.088239,0.179121,0.01255
23.29081,0.086901,0.165953,0.014507
23.47137,0.085932,0.148707,0.011163
23.65193,0.09174,0.1415918,0.009834
23.83249,0.098832,0.1437447,0.005539
24.01305,0.102241,0.1423785,0.004759
24.19361,0.097702,0.1382203,0.006214
24.37417,0.094151,0.1349856,0.001822
24.55473,0.093003,0.1343538,-0.000896
24.75183,0.0930008,0.134354,-0.0009
24.94893,0.0925635,0.119004,-0.00701
25.14603,0.0933332,0.124885,-0.01641
25.34313,0.0963089,0.1226447,-0.02006
25.54023,0.1068723,0.1257686,-0.02012
25.73733,0.1053291,0.134005,-0.01146
25.93443,0.0999305,0.131758,-0.01032
26.13153,0.0978282,0.135657,-0.01191
26.32863,0.0954169,0.137222,-0.01282
26.52573,0.0953419,0.134995,-0.00853
26.72283,0.0811442,0.1307,0.02091
26.91993,0.05822817,0.1141699,0.1081
27.11703,0.0285012,0.1044315,0.26238
27.31413,-0.0245156,0.1099273,0.461784
27.51123,-0.0432207,0.1099301,0.6765
27.70833,-0.065004,0.1142615,0.93529
27.90543,-0.056275,0.1205806,1.168217
28.10253,-0.0414954,0.0914125,1.34677838
28.29963,-0.042469,0.0986039,1.457736
28.49673,-0.0359986,0.140056,1.518509
28.69383,-0.0403905,0.148175,1.513875
28.89093,-0.053694,0.149746,1.502605
29.08803,-0.065512,0.155113,1.3818739
29.28513,-0.077958,0.168664,1.231261
29.48223,-0.087957,0.163474,1.028406
29.67933,-0.094709,0.168528,0.789096
29.87643,-0.106597,0.178896,0.538514
30.07353,-0.079507,0.166087,0.31552
30.27063,-0.067547,0.163094,0.13966
30.46773,-0.10387,0.196464,-0.02129
30.66483,-0.108701,0.198281,-0.02039
30.86193,-0.111404,0.200129,-0.02916
31.05903,-0.115651,0.205566,-0.04849
31.25613,-0.124363,0.205391,-0.0714
31.45323,-0.129927,0.210017,-0.09208
31.65033,-0.144005,0.221749,-0.15749
31.84743,-0.161192,0.22799,-0.26323
32.04453,-0.169928,0.236301,-0.40155
32.24163,-0.182487,0.239778,-0.56312
32.43873,-0.178104,0.248439,-0.72746
32.63583,-0.18923,0.248563,-0.90426
32.83293,-0.182174,0.225645,-1.04254
33.03003,-0.167705,0.205694,-1.18795
33.22713,-0.130298,0.195577,-1.33028
33.42423,-0.082515,0.184194,-1.44735
33.62133,-0.01149,0.16814,-1.53525
33.81843,0.0343298,0.161233,-1.55332
34.01553,0.0348476,0.163189,-1.5306
34.21263,0.0378756,0.154529,-1.50165
34.40973,0.0370113,0.140343,-1.38072
34.60683,0.04583626,0.131909,-1.22689
34.80393,0.05903672,0.147299,-1.03007
35.00103,0.0800684,0.149502,-0.83146
35.19813,0.053594846,0.170307,-0.65846
35.39523,0.054393744,0.185471,-0.48305
35.59233,0.06208894,0.185757,-0.31214
35.78943,0.0617562,0.182591,-0.17245
35.98653,0.04954938,0.177722,-0.03835
36.18363,0.0057967,0.178248,0.02261
36.38073,-0.0229703,0.149214,0.06015
36.57783,-0.0210859,0.138984,0.09985
36.77493,-0.0056734,0.138026,0.08364
36.97203,0.0001613,0.146033,0.0613
37.16913,0.0021444,0.147937,0.0561
37.36623,3.61E-05,0.147021,0.04419
37.56333,-0.0057818,0.149418,0.04076
37.76043,-0.0129924,0.143731,0.04044
37.95753,-0.0114108,0.146197,0.0396
38.15463,-0.0109161,0.145949,0.03968
38.35173,-0.0138209,0.145011,0.03502
