timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1481271438397665,4,-3,1,4,5,0,2,6
1481271438397665,-5,-1,-4,-2,-2,-7,-5,-5
1481271438398663,-3,0,1,2,3,0,3,6
1481271438398663,4,-1,-2,8,2,6,0,1
1481271438412664,-1,0,-2,-3,2,-4,-4,0
1481271438412664,-4,-4,-3,-2,1,0,-3,-2
1481271438413172,2,2,-2,0,2,2,7,5
1481271438413172,-5,-3,2,-2,2,-3,2,-3
1481271438436684,-3,-3,9,-4,-11,-3,-6,-9
1481271438436684,2,1,-2,-2,-9,-4,-7,-6
1481271438436684,3,2,-4,1,-6,-3,-4,6
1481271438436684,-1,-1,-7,2,-1,1,0,-9
1481271438448682,1,4,-12,1,1,-3,-2,0
1481271438448682,3,-3,0,2,5,7,8,9
1481271438464767,-2,-2,7,2,-3,4,3,4
1481271438464767,-3,-5,4,1,-4,-4,-2,-7
1481271438472767,4,-2,-4,-1,-4,3,-2,2
1481271438472767,0,-5,-1,-1,-1,-3,-1,-7
1481271438472767,-8,-8,-2,2,8,-4,0,-9
1481271438472767,-1,1,-6,-6,-3,-6,-5,-2
1481271438486688,2,-5,5,-1,6,-1,-2,5
1481271438486688,1,4,3,6,1,-1,0,-6
1481271438502685,4,5,2,-3,-5,2,2,-7
1481271438502685,5,1,1,-2,4,0,1,7
1481271438509686,0,2,2,0,-7,0,3,2
1481271438509686,-7,0,-1,-6,-4,-3,-1,-6
1481271438517693,-2,5,-1,-12,-7,-1,3,-7
1481271438517693,-1,-1,0,-2,-4,-1,-2,-2
1481271438531787,-2,-2,0,-5,0,-1,-5,-3
1481271438531787,-7,-4,0,-2,5,-1,-5,4
1481271438539787,-5,-5,6,-1,-7,-4,-1,3
1481271438539787,-6,2,-1,-1,2,0,2,-6
1481271438546703,1,1,-6,-4,3,2,-2,-5
1481271438546703,3,2,0,-1,-6,0,-1,1
1481271438554738,1,2,-5,0,3,-2,-2,-3
1481271438554738,-3,-4,1,4,3,0,-8,1
1481271438570705,1,2,-1,2,-1,2,7,3
1481271438570705,1,-3,0,-3,-4,0,-2,0
1481271438577708,1,-2,0,2,11,1,-2,-3
1481271438577708,1,1,2,6,3,3,9,3
1481271438591778,-1,1,0,-3,-8,-6,3,-2
1481271438591778,-9,-4,2,-5,-3,-3,-4,-2
1481271438607778,-5,-4,-1,-5,-4,-5,-5,-4
1481271438607778,1,0,3,-5,-9,-5,-4,-2
1481271438609708,1,-1,-1,-8,-5,-5,-9,-9
1481271438609708,3,0,3,0,5,0,1,0
1481271438614216,2,2,-5,0,-2,4,3,8
1481271438614216,-2,2,-1,-2,-2,4,1,-1
1481271438637809,5,-3,-1,0,5,3,3,-2
1481271438637809,5,5,0,3,4,4,9,5
1481271438638792,3,-5,-6,-4,-2,-4,0,2
1481271438638792,-4,-7,-1,-5,-1,-8,-5,-11
1481271438651727,-3,0,-1,-3,-10,-7,-2,-6
1481271438651727,2,1,-6,-2,-3,-3,-3,3
1481271438659809,-7,-4,0,-7,4,-6,-9,-4
1481271438659809,-1,2,5,0,2,0,-2,-3
1481271438674726,2,2,-5,1,-2,-7,0,5
1481271438674726,4,-1,-2,1,-3,-1,-2,4
1481271438675727,0,-3,3,-1,-5,0,-4,2
1481271438675727,9,1,0,2,1,1,6,3
1481271438689785,-3,-12,-6,1,2,7,2,7
1481271438689785,-5,-4,1,3,-1,-2,-8,-8
1481271438713304,2,1,-3,-2,-8,-1,-6,-2
1481271438713304,2,1,-1,-1,-4,4,1,5
1481271438714738,-4,-1,1,3,-6,-4,-3,-4
1481271438714738,-8,-10,-2,0,4,-2,2,-2
1481271438720304,0,-1,-2,3,-1,2,7,4
1481271438720304,-1,0,0,-3,-9,-7,-4,3
1481271438742750,-4,-6,3,-4,1,0,-4,-11
1481271438742750,2,3,-2,-5,-3,-1,1,4
1481271438743750,2,-2,-2,-5,-1,-1,1,-3
1481271438743750,-4,-1,1,0,2,1,0,-3
1481271438748839,-6,2,-3,1,4,4,3,4
1481271438748839,6,4,2,2,1,3,0,3
1481271438757815,-7,-4,0,8,5,0,-2,-4
1481271438757815,-5,-2,-4,-2,5,-1,-3,-3
1481271438780808,6,3,-1,-4,3,0,-2,-3
1481271438780808,-4,-2,1,-3,-10,-3,-9,-7
1481271438781822,-2,4,-1,2,-3,-2,-9,-5
1481271438781822,0,-10,-4,-5,-6,1,-1,5
1481271438794750,4,-3,1,3,4,4,-1,7
1481271438794750,-4,3,-3,4,3,5,1,6
1481271438795756,10,2,-6,4,0,2,4,7
1481271438795756,1,0,-2,4,-2,0,2,3
1481271438810751,-1,-4,-2,0,-2,-2,-3,4
1481271438810751,-3,1,2,4,0,-2,-1,-7
1481271438817826,-7,-3,2,-9,-8,-5,1,-1
1481271438817826,-5,-8,-2,-1,-4,-2,-4,0
1481271438831654,-7,0,0,0,-10,2,0,-4
1481271438831654,4,-8,-1,-1,3,1,3,-4
1481271438847579,4,5,-1,-1,-3,2,1,1
1481271438847579,3,9,-1,2,-4,0,0,-1
1481271438854668,1,5,0,1,-1,0,-2,5
1481271438854668,2,-1,-3,0,-1,-4,-2,-1
1481271438855577,-6,-5,-6,-5,-1,-3,-4,0
1481271438855577,-2,-2,1,2,-2,2,2,1
1481271438869577,0,-1,-2,0,0,-6,-1,0
1481271438869577,-7,2,1,-7,-1,-2,-8,-6
1481271438884672,0,-1,2,5,5,-2,-3,-3
1481271438884672,2,3,-6,-2,-3,5,6,4
1481271438891578,-3,-3,-1,-5,-4,-2,-7,-5
1481271438891578,-1,-5,2,-3,1,-1,-3,-2
1481271438899583,-2,-5,-4,-4,-4,-2,1,0
1481271438899583,2,-3,-1,-3,-3,1,-2,1
1481271438915087,1,2,3,-5,-8,-2,1,-4
1481271438915087,5,6,1,4,-3,4,3,-1
1481271438915587,0,3,2,5,1,0,3,-1
1481271438915587,1,2,5,-2,1,-4,2,4
1481271438929090,-6,-2,-6,-4,1,-6,-6,-4
1481271438929090,-4,-3,-3,-4,-5,-2,4,6
1481271438937102,-6,-2,-2,-3,-1,-1,-1,-5
1481271438937102,-6,-9,-4,-2,3,-5,-7,-7
1481271438952137,-1,-9,-1,-10,-2,0,-4,-4
1481271438952137,0,-4,2,-1,4,3,-1,2
1481271438960107,-4,2,3,-2,-5,3,-3,-1
1481271438960107,2,0,2,-3,-1,0,3,-1
1481271438975155,6,4,0,7,8,9,9,7
1481271438975155,3,-1,-1,1,5,-3,2,4
1481271438990183,-5,-5,-1,-1,2,-5,-10,-3
1481271438990183,-2,1,2,0,0,-1,-6,1
1481271438992107,0,-5,-5,-6,-7,-6,-2,-5
1481271438992107,-5,-4,-7,-3,-12,-2,-3,-9
1481271438997104,-3,-5,-3,-10,-2,-8,-2,-2
1481271438997104,4,4,-5,0,-4,2,3,-3
1481271439020632,-4,0,2,5,-3,0,2,0
1481271439020632,2,3,-1,-3,-3,-7,1,2
1481271439021632,7,7,1,0,-4,8,4,4
1481271439021632,1,1,1,3,0,1,5,5
1481271439035226,-3,-8,1,-2,-2,0,2,-4
1481271439035226,-3,3,-1,0,4,-1,2,8
1481271439035226,2,1,0,0,4,-3,-1,-1
1481271439035226,-12,-5,-4,-4,0,-1,-5,-8
1481271439058234,-3,-4,-1,-1,0,-3,-8,1
1481271439058234,1,1,-3,-4,-5,-6,-2,-3
1481271439059147,-4,-2,0,-6,-5,3,0,-5
1481271439059147,4,-3,-3,-1,0,-4,-1,-3
1481271439072226,1,1,2,1,0,-4,-1,0
1481271439072226,-7,-2,0,-3,-5,1,-1,-1
1481271439087147,-4,-4,0,6,3,7,1,3
1481271439087147,6,6,-2,-1,-4,3,2,0
1481271439095146,0,2,1,0,-1,-1,5,4
1481271439095146,-1,2,4,0,-3,6,-4,-7
1481271439095146,1,3,-2,0,-3,-4,1,-2
1481271439095146,-2,-2,-1,-5,-6,-8,-5,-1
1481271439109147,-2,0,-3,-1,0,-7,-10,-7
1481271439109147,1,-3,-4,-4,4,-2,-9,-7
1481271439125155,-5,4,0,-5,-1,-3,-1,-1
1481271439125155,-10,-11,-6,-10,-3,-4,-6,0
1481271439132196,-2,3,-3,2,2,0,0,-7
1481271439132196,1,1,1,3,4,0,5,7
1481271439139166,2,2,1,2,1,-5,2,3
1481271439139166,-3,7,2,3,2,0,-4,-7
1481271439163164,3,-1,-1,2,4,12,4,8
1481271439163164,-1,-8,-1,-5,-9,-3,-2,-1
1481271439164164,-6,-7,-7,-1,-3,1,-6,-11
1481271439164164,-4,-3,0,-7,-9,-6,-1,-5
1481271439169164,-3,-2,-1,-4,-8,-5,-3,2
1481271439169164,-2,-3,1,-5,-3,-7,-5,-9
1481271439177164,-1,-8,-2,-1,2,0,0,-1
1481271439177164,8,5,-1,3,2,2,5,12
1481271439191164,-3,1,-4,-1,-2,1,1,-1
1481271439191164,2,-3,-4,0,-3,-4,-4,0
1481271439200166,6,8,2,6,-4,2,2,8
1481271439200166,-2,-7,0,1,2,-2,-5,0
1481271439215171,-7,-5,1,-2,-5,-2,-1,-6
1481271439215171,-7,-2,-1,2,-1,1,-3,-1
1481271439215671,3,-4,-1,3,-3,-1,-1,5
1481271439215671,-6,-3,0,-5,-3,2,-8,-8
1481271439230178,1,-1,-2,2,-2,-2,-6,-3
1481271439230178,4,1,-1,-1,1,2,4,1
1481271439237179,-2,-2,1,-3,-2,0,-3,-7
1481271439237179,-1,4,0,-1,-3,1,-6,-5
1481271439268180,2,3,2,-6,-5,-9,-1,2
1481271439268180,3,-2,-1,-1,-6,-2,2,0
1481271439269180,-9,2,-4,2,4,0,-2,-2
1481271439269180,0,1,-3,3,3,7,3,5
1481271439275182,4,3,-3,3,2,1,0,0
1481271439275182,-4,0,-5,1,3,1,-3,-4
1481271439275182,1,-6,-1,-6,-4,-1,-7,-7
1481271439275182,0,0,1,-5,-3,-5,-1,1
1481271439298182,-3,2,-2,-6,0,-4,-6,-5
1481271439298182,-5,1,-4,-4,-3,-1,1,0
1481271439299186,4,2,-2,-2,-10,-2,2,4
1481271439299186,1,0,0,0,1,3,3,5
1481271439312249,-1,-1,5,4,0,0,0,4
1481271439312249,1,5,1,3,3,-1,5,4
1481271439320192,1,3,-2,-2,-1,1,-3,5
1481271439320192,0,2,0,5,1,0,0,-6
1481271439335194,-7,2,1,-4,4,0,-3,-3
1481271439335194,-2,0,0,-2,-5,-4,-6,-1
1481271439335694,-5,-2,2,0,2,-2,-3,-7
1481271439335694,-1,-3,0,0,-3,-3,-2,-3
1481271439349695,3,-2,-4,-6,-5,-1,-1,0
1481271439349695,5,-2,-2,-2,2,1,-1,1
1481271439365197,3,1,3,-2,-1,-3,2,1
1481271439365197,5,4,-2,2,0,1,4,7
1481271439371698,3,3,0,-1,-10,3,0,2
1481271439371698,0,0,0,-1,-2,-3,0,0
1481271439380200,-2,0,-1,-2,-3,2,0,-2
1481271439380200,-7,-7,-3,-10,-5,-3,-1,-6
1481271439403203,-4,-8,-2,-2,-2,-2,-2,-5
1481271439403203,-4,-5,3,2,-3,5,2,-9
1481271439404203,2,-2,1,-2,1,1,-1,6
1481271439404203,2,1,-1,-2,1,-2,-3,-5
1481271439409204,3,-1,6,-3,0,4,-4,-3
1481271439409204,-4,1,-2,0,0,-2,0,4
1481271439425206,-2,1,0,1,-1,-2,6,-3
1481271439425206,-3,-2,-1,-1,0,-1,-2,0
1481271439440707,-8,2,1,1,2,-3,5,2
1481271439440707,10,0,-3,-1,-4,0,0,0
1481271439441707,0,-2,-4,-4,0,-1,2,2
1481271439441707,-3,1,0,5,-2,-5,-4,-5
1481271439454209,5,3,-1,3,2,3,5,0
1481271439454209,-5,1,1,1,-7,1,-2,-3
1481271439470710,-4,1,2,-3,-4,-2,-6,-2
1481271439470710,1,-5,-1,-8,-5,-5,-7,1
1481271439472211,0,-4,-2,-4,-1,1,0,9
1481271439472211,1,-4,-2,-1,-2,-2,-1,-5
1481271439477711,3,3,3,-3,-4,-3,-5,1
1481271439477711,11,5,1,12,4,2,7,8
1481271439491713,6,9,3,7,6,0,5,1
1481271439491713,-5,-5,1,-1,2,4,-4,-5
1481271439507717,-3,2,-3,2,3,3,4,0
1481271439507717,-3,-7,-3,1,1,2,-1,-2
1481271439514773,-6,0,-3,-5,-3,-10,-10,-13
1481271439514773,-4,-1,-3,-9,-3,-6,-5,-7
1481271439522718,3,-5,-1,2,0,2,0,-2
1481271439522718,-5,-1,-3,2,-4,-2,2,0
1481271439545720,-5,-2,-3,-2,-4,4,3,-4
1481271439545720,3,3,4,5,-1,1,5,9
1481271439546720,3,2,-4,-3,-3,-5,0,3
1481271439546720,-2,-1,2,-1,-1,-3,-6,-5
1481271439552221,2,-1,-8,-3,0,0,-1,2
1481271439552221,-4,2,-1,-2,-1,2,0,-2
1481271439560256,-4,0,1,1,-1,-1,-4,-7
1481271439560256,-6,-7,-1,-4,-6,-3,2,-6
1481271439574723,1,-2,1,-2,-3,0,1,3
1481271439574723,-6,-3,3,-5,-4,-2,-3,-2
1481271439582725,0,1,-5,2,-1,-3,-2,2
1481271439582725,-1,3,-1,-2,-1,-1,0,0
1481271439598291,-2,1,5,1,-4,-2,-4,3
1481271439598291,-4,3,0,2,-1,0,-5,0
1481271439598726,1,-1,-6,-4,-2,-5,7,2
1481271439598726,1,-1,-4,0,2,1,-2,7
1481271439612277,-2,-7,-3,-2,1,1,-3,-3
1481271439612277,-1,-1,1,-4,1,-2,-2,-1
1481271439620293,-4,0,-1,-5,-1,0,-4,-2
1481271439620293,-4,-5,-2,-8,-4,0,-9,-11
1481271439634295,2,-9,-1,-2,0,1,0,1
1481271439634295,2,-3,-1,0,-5,-4,-7,2
1481271439642732,1,-4,-1,-2,2,-3,-2,-3
1481271439642732,2,4,0,0,7,-2,3,0
1481271439658298,0,0,-6,-2,-5,-3,4,6
1481271439658298,4,-1,1,2,2,1,1,4
1481271439659298,-4,-2,-3,-2,-2,2,-2,-4
1481271439659298,3,3,1,2,1,4,5,7
1481271439671735,0,-1,3,-2,-5,-3,-1,-1
1481271439671735,-1,-5,-5,-10,-2,-5,-4,-9
1481271439680301,1,-2,0,-2,-2,-5,-6,-8
1481271439680301,0,0,0,-4,-4,-1,-1,-1
1481271439694790,-5,-6,-1,-1,-2,-5,-10,-9
1481271439694790,-1,2,-1,1,1,1,-4,-3
1481271439702740,6,5,6,2,1,3,7,9
1481271439702740,1,0,5,-4,-2,-2,3,1
1481271439717743,-7,-2,6,-4,-2,-5,-1,-5
1481271439717743,2,0,0,6,2,2,12,9
1481271439718306,1,-3,0,-4,-3,1,2,3
1481271439718306,-4,-4,-3,-6,-5,1,-8,-9
1481271439731743,2,-1,-4,3,1,1,-1,0
1481271439731743,0,-2,-5,-4,6,-2,4,0
1481271439740307,-7,-11,-1,0,2,1,-3,-4
1481271439740307,-5,7,1,-5,-5,-7,-4,-8
1481271439754306,8,2,2,-3,1,3,8,5
1481271439754306,0,-1,0,0,-3,-5,-3,2
1481271439762749,-6,-2,-1,-1,-6,-3,-2,-3
1481271439762749,4,6,-5,4,4,3,6,2
1481271439777816,-3,1,-1,1,1,1,-1,5
1481271439777816,-6,-2,6,0,-2,2,-1,-6
1481271439778307,-1,-3,2,-1,5,-1,4,-4
1481271439778307,4,-4,0,5,-1,-1,-3,3
1481271439791752,-3,-1,1,-1,-4,-6,-1,-5
1481271439791752,-2,-7,-6,-9,-4,-4,-3,-1
1481271439807754,0,7,0,-3,-5,-3,2,-4
1481271439807754,0,-4,-1,-3,1,2,-3,-3
1481271439814754,-6,-1,-4,-4,-5,0,-7,-9
1481271439814754,-2,-2,-1,-2,-6,6,3,1
1481271439822816,1,1,-1,3,-3,0,1,5
1481271439822816,0,3,-1,3,-1,-4,-2,3
1481271439837818,8,9,-2,2,2,-1,2,5
1481271439837818,3,-1,0,-1,-2,-2,3,2
1481271439838306,-1,-6,-2,-2,-4,-1,-5,-6
1481271439838306,-10,-6,-4,-7,-6,2,5,-2
1481271439851759,-4,-8,-7,-8,-4,0,-2,-1
1481271439851759,-2,1,3,-5,-6,-7,-8,-7
1481271439860306,4,1,3,3,2,-1,-6,-5
1481271439860306,0,0,0,-8,-5,-3,-4,-4
1481271439874307,2,1,-1,-3,-9,-2,2,-4
1481271439874307,5,2,-4,5,-2,-2,3,4
1481271439882763,-1,-2,0,-2,0,-1,3,6
1481271439882763,1,-9,1,-1,4,0,2,3
1481271439897829,1,0,2,4,-2,-1,3,3
1481271439897829,-2,3,-1,3,3,-1,-1,-3
1481271439898306,3,0,-4,-3,1,-3,0,0
1481271439898306,-4,-1,-5,1,-1,-3,-2,-5
1481271439912269,-1,-5,-1,-3,0,-1,-2,-11
1481271439912269,-1,-2,4,1,4,0,-3,1
1481271439920306,0,-2,1,-6,-6,-2,-4,-1
1481271439920306,3,5,0,0,-5,-1,-1,-1
1481271439934306,3,-2,-1,-2,0,2,-1,7
1481271439934306,-1,-1,-8,-3,-1,0,0,1
1481271439942772,-5,-2,-3,-2,0,1,-3,-3
1481271439942772,-1,1,0,0,5,-4,2,3
1481271439957809,-1,0,0,-2,-2,-1,3,2
1481271439957809,1,-5,-5,-7,-3,-3,-2,-2
1481271439958306,-4,-8,-7,-4,-3,-2,-3,-5
1481271439958306,5,-5,4,3,-1,0,1,0
1481271439971774,-2,0,1,0,-7,-4,-4,1
1481271439971774,-1,-1,-2,-1,1,-3,-4,-6
1481271439980302,2,-2,1,-4,-7,0,-2,-1
1481271439980302,-3,-1,-1,0,-3,-1,2,6
1481271439994778,-5,-4,-5,-2,6,-1,-3,-6
1481271439994778,-1,-1,4,2,-3,-1,6,-2
1481271440002845,8,2,1,5,0,7,3,9
1481271440002845,-3,-2,1,3,0,5,2,10
1481271440017307,-6,-4,1,-4,5,0,-1,-3
1481271440017307,1,0,0,-1,-2,0,2,1
1481271440018307,-1,0,-5,0,-3,-6,-4,-4
1481271440018307,-4,-5,-2,-7,-6,-2,-7,-11
1481271440031782,-2,-4,-3,-6,-1,-7,-4,-8
1481271440031782,3,3,1,0,0,0,2,-2
1481271440040306,-7,-7,3,6,3,2,1,2
1481271440040306,0,-2,-2,-5,1,-1,0,-1
1481271440054306,5,7,-3,4,1,1,0,6
1481271440054306,6,-2,-4,0,0,2,4,4
1481271440062850,-3,-2,-3,3,1,1,2,-5
1481271440062850,4,2,-2,0,3,1,5,2
1481271440077851,0,-3,0,-2,2,1,1,-4
1481271440077851,-12,-7,-3,-2,3,0,-4,-3
1481271440078306,1,0,-1,0,0,-7,-6,0
1481271440078306,-1,-4,0,1,2,2,1,2
1481271440091789,0,2,3,3,-3,-2,-1,1
1481271440091789,5,2,-3,1,4,-1,-2,4
1481271440100306,0,3,-3,-4,2,-1,2,4
1481271440100306,3,-2,-2,-1,-5,-3,0,0
1481271440114306,-1,-5,-1,0,-3,3,1,-2
1481271440114306,-3,-3,0,-1,3,2,1,4
1481271440122857,-1,-2,1,-2,-4,4,3,-2
1481271440122857,-5,-7,3,3,7,-1,3,-7
1481271440137843,-3,-1,-2,-2,2,1,-2,1
1481271440137843,-1,1,1,-3,1,-1,-2,0
1481271440138306,-7,-2,-3,-1,4,-1,-5,-4
1481271440138306,0,5,0,-4,-7,0,-9,-2
1481271440151797,1,0,2,0,-2,5,1,-2
1481271440151797,-2,-4,-1,-2,1,-1,-1,0
1481271440160308,-1,1,0,-2,5,-4,0,-1
1481271440160308,7,2,-1,3,3,3,2,3
1481271440174800,3,1,-2,1,1,3,2,3
1481271440174800,-3,4,2,4,-1,-1,-3,2
1481271440182845,4,-3,-1,1,1,2,4,4
1481271440182845,1,0,-1,-2,-1,-6,-3,0
1481271440197846,-9,-4,-2,-1,-8,0,-6,-9
1481271440197846,-2,-1,-2,-6,-6,-3,0,-7
1481271440198307,-1,-3,-5,-4,-2,0,1,-5
1481271440198307,-7,-2,-2,-8,-3,-4,-10,-4
1481271440211805,-3,5,3,0,-3,-4,2,-1
1481271440211805,7,0,1,3,3,0,2,4
1481271440220306,4,2,3,2,-1,4,6,0
1481271440220306,-5,2,1,3,2,6,2,0
1481271440234307,8,0,1,-1,6,-2,5,4
1481271440234307,-4,-2,-2,-3,-4,1,6,2
1481271440242843,-3,0,1,-2,2,-5,-9,-5
1481271440242843,0,2,0,-3,-4,-2,0,-7
1481271440257311,1,-4,-3,3,1,-1,3,3
1481271440257311,-3,-5,-2,0,-4,-2,-2,-8
1481271440258310,-1,-2,2,-3,-3,-1,-4,1
1481271440258310,0,-1,-2,3,6,-1,4,0
1481271440271813,-1,1,0,-1,-1,-2,-3,1
1481271440271813,1,2,3,-2,-5,-3,-6,-8
1481271440280314,-1,5,-2,2,-2,0,9,2
1481271440280314,3,1,-3,3,-6,-2,-3,3
1481271440294315,-6,-3,-4,1,1,-6,-3,-6
1481271440294315,-3,-3,-1,-2,-1,3,-4,3
1481271440303316,2,2,0,5,5,4,-1,5
1481271440303316,-6,-4,5,-4,-1,-1,-3,-3
1481271440316818,-1,-2,-6,1,-1,0,-5,-4
1481271440316818,3,2,-2,-6,-10,0,4,-2
1481271440325826,-2,-2,-1,-10,-4,-4,-10,-4
1481271440325826,-3,-4,0,0,-2,-1,-6,0
1481271440331827,3,0,2,-1,-4,-4,-1,7
1481271440331827,0,2,-1,-3,-3,-2,-1,-1
1481271440340827,-2,-3,0,2,-2,2,1,3
1481271440340827,2,1,-1,0,4,1,4,0
1481271440362829,-2,-1,-3,-5,-2,3,3,1
1481271440362829,2,-3,1,4,6,0,-4,-6
1481271440364829,-4,-4,2,-4,-7,-4,-10,-6
1481271440364829,-3,-5,-3,-5,-8,0,0,-3
1481271440376829,-2,-6,0,-2,-5,-1,0,-6
1481271440376829,-3,-4,0,1,-2,-2,0,-2
1481271440385830,0,-2,-4,-7,-3,1,0,4
1481271440385830,5,0,-4,-5,-3,-3,-2,3
1481271440391829,-1,0,1,0,8,2,5,-1
1481271440391829,-1,2,-3,2,1,1,5,9
1481271440400830,-4,-3,3,-2,-3,-1,6,2
